hla1,hla2,sim
DRA_0101__DRB1_1303,DRA_0101__DRB1_1402,0.134
DRA_0101__DRB1_0101,DRA_0101__DRB1_0802,0.241
DRA_0101__DRB1_0102,DRA_0101__DRB1_1303,0.219
C__01_02,C__07_04,0.415
DRA_0101__DRB1_0801,DRA_0101__DRB1_1101,0.21
DRA_0101__DRB1_1104,DRA_0101__DRB1_1601,0.279
A__24_02,C__03_03,0.709
DRA_0101__DRB1_0408,DRA_0101__DRB1_0901,0.286
DRA_0101__DRB1_1302,DRA_0101__DRB1_1406,0.184
B__35_08,C__15_05,0.463
DRA_0101__DRB1_0901,DRA_0101__DRB1_1303,0.531
B__15_15,B__55_01,0.205
B__15_16,C__15_05,0.527
C__04_01,C__07_04,0.531
A__03_01,B__44_03,0.436
DRA_0101__DRB1_0301,DRA_0101__DRB1_1201,0.19
DRA_0101__DRB1_1101,DRA_0101__DRB1_1501,0.261
DRA_0101__DRB1_0802,DRA_0101__DRB1_0803,0.089
A__34_01,B__27_06,0.636
DRA_0101__DRB1_0401,DRA_0101__DRB1_0803,0.31
A__68_02,B__35_08,0.415
DRA_0101__DRB1_0901,DRA_0101__DRB1_1406,0.486
DRA_0101__DRB1_0411,DRA_0101__DRB1_1103,0.447
B__15_08,B__48_01,0.377
DRA_0101__DRB1_1303,DRA_0101__DRB1_1502,0.21
A__29_01,B__52_01,0.344
DRA_0101__DRB1_0103,DRA_0101__DRB1_0901,0.595
A__11_01,B__27_06,0.51
DRA_0101__DRB1_0401,DRA_0101__DRB1_1401,0.313
B__15_08,B__56_01,0.2
DRA_0101__DRB1_0701,DRA_0101__DRB1_1201,0.332
DRA_0101__DRB1_0101,DRA_0101__DRB1_1401,0.241
DRA_0101__DRB1_0101,DRA_0101__DRB1_1502,0.219
C__03_06,C__05_01,0.379
DRA_0101__DRB1_0301,DRA_0101__DRB1_1501,0.19
B__44_03,C__03_04,0.587
A__74_01,B__27_05,0.392
DRA_0101__DRB1_1104,DRA_0101__DRB1_1406,0.195
A__68_01,B__35_03,0.417
C__03_06,C__12_03,0.313
A__26_01,B__48_01,0.666
DRA_0101__DRB1_0102,DRA_0101__DRB1_1502,0.214
DRA_0101__DRB1_0801,DRA_0101__DRB1_0803,0.045
B__40_02,C__03_03,0.648
DRA_0101__DRB1_1302,DRA_0101__DRB1_1601,0.249
DRA_0101__DRB1_1001,DRA_0101__DRB1_1501,0.249
DRA_0101__DRB1_0901,DRA_0101__DRB1_1103,0.615
A__11_01,B__15_01,0.417
A__24_02,B__35_08,0.555
DRA_0101__DRB1_0803,DRA_0101__DRB1_0901,0.525
A__24_03,C__17_01,0.69
A__30_01,B__27_05,0.431
C__07_01,C__16_01,0.316
A__02_06,C__08_01,0.612
A__01_01,B__44_02,0.424
B__37_01,C__12_03,0.555
A__02_06,B__35_02,0.41
B__35_02,B__35_03,0.1
A__23_01,B__08_01,0.382
A__24_03,B__44_05,0.557
B__08_01,B__51_01,0.265
B__56_01,C__07_02,0.504
A__30_01,B__08_01,0.341
C__07_04,C__16_01,0.379
A__29_01,C__07_04,0.539
B__18_01,B__40_01,0.374
B__35_01,B__55_01,0.063
A__24_02,B__27_02,0.475
B__35_01,C__03_03,0.51
A__74_01,B__37_01,0.307
B__08_01,B__44_03,0.358
C__03_03,C__17_01,0.598
B__15_16,C__17_01,0.592
A__32_01,C__02_02,0.473
A__11_01,C__15_05,0.548
B__07_02,B__41_02,0.195
B__35_01,C__07_01,0.5
A__74_01,B__07_02,0.424
B__40_02,C__15_05,0.592
B__15_08,B__15_16,0.161
A__24_02,A__68_01,0.473
A__23_01,B__07_05,0.469
A__74_03,B__44_04,0.443
A__74_01,B__41_02,0.405
A__74_01,C__07_04,0.605
B__44_05,C__12_03,0.544
B__27_02,C__12_02,0.668
A__25_01,A__29_02,0.355
A__30_01,B__44_02,0.438
B__07_02,B__27_06,0.349
B__07_05,B__44_03,0.322
A__68_01,B__40_01,0.571
B__35_01,B__35_02,0.089
B__07_02,C__07_02,0.616
B__07_02,B__35_02,0.379
B__07_05,C__07_02,0.59
C__07_02,C__16_01,0.257
A__74_01,C__02_02,0.533
B__14_02,B__18_01,0.2
B__15_08,C__12_03,0.496
A__02_01,C__02_02,0.54
B__27_05,B__35_01,0.429
B__27_05,C__17_01,0.671
A__33_01,B__37_01,0.402
A__34_01,C__17_01,0.657
C__15_02,C__15_05,0.063
B__39_05,C__03_06,0.502
B__15_01,B__41_02,0.335
B__27_06,B__52_01,0.352
A__24_02,B__07_02,0.506
A__74_01,B__35_01,0.379
A__03_01,B__27_02,0.4
B__55_01,C__07_04,0.525
A__68_01,B__14_02,0.415
A__74_01,B__40_01,0.486
B__07_05,C__02_02,0.557
A__31_01,B__27_06,0.443
A__30_01,C__15_02,0.5
A__32_01,B__35_03,0.358
B__18_01,B__44_02,0.341
B__07_02,C__07_04,0.624
B__37_01,C__06_02,0.598
B__35_01,C__04_01,0.555
B__55_01,C__06_02,0.508
B__15_16,B__39_05,0.249
B__14_02,C__08_02,0.559
A__74_03,C__03_04,0.624
B__40_01,B__44_04,0.326
C__04_01,C__16_01,0.395
A__03_01,B__57_01,0.361
B__27_06,B__44_02,0.3
B__15_03,B__37_01,0.155
B__15_08,C__07_02,0.546
B__27_05,B__44_05,0.272
A__24_03,A__34_01,0.642
B__14_02,B__51_01,0.134
B__44_02,C__03_04,0.59
A__23_01,B__15_03,0.379
A__03_01,B__15_15,0.427
B__07_02,C__07_01,0.576
B__15_01,C__08_02,0.653
A__24_03,C__12_03,0.642
A__68_02,C__12_03,0.502
A__01_01,B__18_01,0.41
B__41_02,B__57_01,0.392
B__44_02,C__08_01,0.61
A__23_01,A__29_01,0.397
A__68_01,B__15_01,0.49
A__23_01,A__32_01,0.303
B__35_01,B__48_01,0.379
A__30_01,A__74_01,0.268
A__31_01,B__13_02,0.42
A__24_03,C__07_02,0.647
B__13_02,C__04_01,0.707
A__29_02,B__15_16,0.369
A__02_06,C__15_05,0.546
B__44_03,B__56_01,0.316
C__02_02,C__08_02,0.387
A__33_01,A__34_01,0.241
B__39_05,B__48_01,0.41
B__15_15,C__16_01,0.514
B__44_04,B__57_01,0.361
A__31_01,C__08_02,0.647
B__08_01,C__15_02,0.522
A__02_01,B__08_01,0.415
A__11_01,A__26_01,0.39
B__35_02,B__57_01,0.31
C__07_01,C__12_02,0.303
A__32_01,C__15_05,0.477
A__32_01,C__04_01,0.607
A__24_02,B__40_01,0.559
A__74_01,B__57_01,0.361
A__03_01,B__39_05,0.41
A__31_01,B__15_01,0.392
A__33_01,B__15_15,0.4
B__44_03,C__07_04,0.583
B__44_03,C__15_05,0.544
A__74_03,B__07_02,0.424
A__03_01,C__03_04,0.612
B__57_01,C__08_02,0.66
B__44_02,C__02_02,0.551
A__74_01,B__15_16,0.41
A__74_03,B__27_06,0.402
A__24_03,C__04_01,0.717
B__27_05,B__48_01,0.319
A__68_01,C__02_02,0.569
A__74_01,B__44_05,0.436
B__15_16,C__03_06,0.583
A__32_01,B__44_03,0.44
A__30_02,A__32_01,0.329
A__31_01,B__56_01,0.371
A__01_01,C__03_04,0.518
A__33_01,B__08_01,0.352
A__01_01,A__02_06,0.286
A__68_02,B__07_05,0.557
B__27_06,B__35_01,0.449
B__37_01,B__44_03,0.344
A__25_01,B__35_08,0.392
A__02_06,C__08_02,0.62
A__02_01,C__16_01,0.5
A__26_01,A__74_01,0.498
A__11_01,B__35_01,0.361
A__24_02,A__29_01,0.486
A__24_03,B__27_02,0.473
A__02_06,A__23_01,0.431
A__24_02,B__27_05,0.475
A__30_01,B__39_05,0.39
A__02_01,B__35_08,0.415
B__18_01,B__35_02,0.2
A__74_03,B__18_01,0.449
B__14_02,B__15_15,0.2
A__30_02,B__15_16,0.429
B__08_01,B__44_04,0.366
A__74_03,C__15_05,0.539
A__68_02,B__27_02,0.65
C__07_04,C__14_02,0.392
A__34_01,B__15_01,0.496
B__07_05,B__08_01,0.228
B__40_02,C__04_01,0.683
B__41_02,B__55_01,0.379
A__11_01,A__29_01,0.329
B__56_01,C__12_02,0.454
